REGION,EMISSION,YEAR,VALUE
REGION1,LUSO,2024,1.48833337
REGION1,LUSO,2025,1.578114721
REGION1,LUSO,2026,1.587669678
REGION1,LUSO,2027,1.597224635
REGION1,LUSO,2028,1.606779592
REGION1,LUSO,2029,1.616334549
REGION1,LUSO,2030,1.625889505
REGION1,LUSO,2031,1.695992658
REGION1,LUSO,2032,1.76609581
REGION1,LUSO,2033,1.836198962
REGION1,LUSO,2034,1.906302114
REGION1,LUSO,2035,1.976405267
REGION1,LUSO,2036,2.046282103
REGION1,LUSO,2037,2.116158939
REGION1,LUSO,2038,2.186035776
REGION1,LUSO,2039,2.255912612
REGION1,LUSO,2040,2.325789449
REGION1,LUSO,2041,2.382611139
REGION1,LUSO,2042,2.43943283
REGION1,LUSO,2043,2.496254521
REGION1,LUSO,2044,2.553076212
REGION1,LUSO,2045,2.609897903
REGION1,LUSO,2046,2.659454819
REGION1,LUSO,2047,2.709011736
REGION1,LUSO,2048,2.758568653
REGION1,LUSO,2049,2.8081
REGION1,LUSO,2050,2.857682486
REGION1,LUSO,2051,2.831963344
REGION1,LUSO,2052,2.806475674
REGION1,LUSO,2053,2.781217393
REGION1,LUSO,2054,2.756186436
REGION1,LUSO,2055,2.731380758
REGION1,LUSO,2056,2.706798331
REGION1,LUSO,2057,2.682437146
REGION1,LUSO,2058,2.658295212
REGION1,LUSO,2059,2.634370555
REGION1,LUSO,2060,2.61066122
REGION1,LUWI,2015,0.293076
REGION1,LUWI,2016,0.5945256
REGION1,LUWI,2017,0.8959752
REGION1,LUWI,2018,1.1974248
REGION1,LUWI,2019,1.4988744
REGION1,LUWI,2020,1.800324
REGION1,LUWI,2021,1.7919504
REGION1,LUWI,2022,1.7835768
REGION1,LUWI,2023,1.7752032
REGION1,LUWI,2024,1.7668296
REGION1,LUWI,2025,1.758456
REGION1,LUWI,2026,1.7752032
REGION1,LUWI,2027,1.7919504
REGION1,LUWI,2028,1.8086976
REGION1,LUWI,2029,1.8254448
REGION1,LUWI,2030,1.842192
REGION1,LUWI,2031,1.842192
REGION1,LUWI,2032,1.842192
REGION1,LUWI,2033,1.842192
REGION1,LUWI,2034,1.842192
REGION1,LUWI,2035,1.842192
REGION1,LUWI,2036,1.8505656
REGION1,LUWI,2037,1.8589392
REGION1,LUWI,2038,1.8673128
REGION1,LUWI,2039,1.8756864
REGION1,LUWI,2040,1.88406
REGION1,LUWI,2041,1.9845432
REGION1,LUWI,2042,2.0850264
REGION1,LUWI,2043,2.1855096
REGION1,LUWI,2044,2.2859928
REGION1,LUWI,2045,2.386476
REGION1,LUWI,2046,2.6209368
REGION1,LUWI,2047,2.8553976
REGION1,LUWI,2048,3.0898584
REGION1,LUWI,2049,3.3243
REGION1,LUWI,2050,3.55878
REGION1,LUWI,2051,3.736719
REGION1,LUWI,2052,3.92355495
REGION1,LUWI,2053,4.119732698
REGION1,LUWI,2054,4.325719332
REGION1,LUWI,2055,4.542005299
REGION1,LUWI,2056,4.769105564
REGION1,LUWI,2057,5.007560842
REGION1,LUWI,2058,5.257938884
REGION1,LUWI,2059,5.520835828
REGION1,LUWI,2060,5.79687762
REGION1,LVHO,2015,8.935063291
REGION1,LVHO,2016,9.108
REGION1,LVHO,2017,9.280936709
REGION1,LVHO,2018,9.453873418
REGION1,LVHO,2019,9.626810127
REGION1,LVHO,2020,9.799746835
REGION1,LVHO,2021,9.799746835
REGION1,LVHO,2022,9.799746835
REGION1,LVHO,2023,9.799746835
REGION1,LVHO,2024,9.799746835
REGION1,LVHO,2025,9.799746835
REGION1,LVHO,2026,9.799746835
REGION1,LVHO,2027,9.799746835
REGION1,LVHO,2028,9.799746835
REGION1,LVHO,2029,9.799746835
REGION1,LVHO,2030,9.799746835
REGION1,LVHO,2031,9.799746835
REGION1,LVHO,2032,9.799746835
REGION1,LVHO,2033,9.799746835
REGION1,LVHO,2034,9.799746835
REGION1,LVHO,2035,9.799746835
REGION1,LVHO,2036,9.82856962
REGION1,LVHO,2037,9.857392405
REGION1,LVHO,2038,9.88621519
REGION1,LVHO,2039,9.915037975
REGION1,LVHO,2040,9.943860759
REGION1,LVHO,2041,9.951066456
REGION1,LVHO,2042,9.958272152
REGION1,LVHO,2043,9.965477848
REGION1,LVHO,2044,9.972683544
REGION1,LVHO,2045,9.979889241
REGION1,LVHO,2046,10.04474051
REGION1,LVHO,2047,10.10959177
REGION1,LVHO,2048,10.17444304
REGION1,LVHO,2049,10.2392943
REGION1,LVHO,2050,10.30414557
REGION1,LVHO,2051,10.31444972
REGION1,LVHO,2052,10.32476416
REGION1,LVHO,2053,10.33508893
REGION1,LVHO,2054,10.34542402
REGION1,LVHO,2055,10.35576944
REGION1,LVHO,2056,10.36612521
REGION1,LVHO,2057,10.37649134
REGION1,LVHO,2058,10.38686783
REGION1,LVHO,2059,10.3972547
REGION1,LVHO,2060,10.40765195
REGION1,LVWI,2015,1.26144
REGION1,LVWI,2016,1.955232
REGION1,LVWI,2017,2.649024
REGION1,LVWI,2018,3.342816
REGION1,LVWI,2019,4.036608
REGION1,LVWI,2020,4.7304
REGION1,LVWI,2021,5.014224
REGION1,LVWI,2022,5.31507744
REGION1,LVWI,2023,5.633982086
REGION1,LVWI,2024,5.972021012
REGION1,LVWI,2025,6.330342272
REGION1,LVWI,2026,6.710162809
REGION1,LVWI,2027,7.112772577
REGION1,LVWI,2028,7.539538932
REGION1,LVWI,2029,7.991911268
REGION1,LVWI,2030,8.471425944
REGION1,LVWI,2031,8.810282981
REGION1,LVWI,2032,9.162694301
REGION1,LVWI,2033,9.529202073
REGION1,LVWI,2034,9.910370156
REGION1,LVWI,2035,10.30678496
REGION1,LVWI,2036,10.71905636
REGION1,LVWI,2037,11.14781861
REGION1,LVWI,2038,11.59373136
REGION1,LVWI,2039,12.05748061
REGION1,LVWI,2040,12.53977984
REGION1,LVWI,2041,12.79057544
REGION1,LVWI,2042,13.04638694
REGION1,LVWI,2043,13.30731468
REGION1,LVWI,2044,13.57346098
REGION1,LVWI,2045,13.8449302
REGION1,LVWI,2046,14.1218288
REGION1,LVWI,2047,14.40426538
REGION1,LVWI,2048,14.69235068
REGION1,LVWI,2049,14.9861977
REGION1,LVWI,2050,15.28592165
REGION1,LVWI,2051,15.43878087
REGION1,LVWI,2052,15.59316868
REGION1,LVWI,2053,15.74910036
REGION1,LVWI,2054,15.90659137
REGION1,LVWI,2055,16.06565728
REGION1,LVWI,2056,16.22631385
REGION1,LVWI,2057,16.38857699
REGION1,LVWI,2058,16.55246276
REGION1,LVWI,2059,16.71798739
REGION1,LVWI,2060,16.88516726
REGION1,MTSO,2015,0.544284
REGION1,MTSO,2016,0.7368768
REGION1,MTSO,2017,0.9294696
REGION1,MTSO,2018,1.1220624
REGION1,MTSO,2019,1.3146552
REGION1,MTSO,2020,1.507248
REGION1,MTSO,2021,1.5323688
REGION1,MTSO,2022,1.5574896
REGION1,MTSO,2023,1.5826104
REGION1,MTSO,2024,1.6077312
REGION1,MTSO,2025,1.632852
REGION1,MTSO,2026,1.6830936
REGION1,MTSO,2027,1.7333352
REGION1,MTSO,2028,1.7835768
REGION1,MTSO,2029,1.8338184
REGION1,MTSO,2030,1.88406
REGION1,MTSO,2031,1.9343016
REGION1,MTSO,2032,1.9845432
REGION1,MTSO,2033,2.0347848
REGION1,MTSO,2034,2.0850264
REGION1,MTSO,2035,2.135268
REGION1,MTSO,2036,2.2859928
REGION1,MTSO,2037,2.4367176
REGION1,MTSO,2038,2.5874424
REGION1,MTSO,2039,2.7381672
REGION1,MTSO,2040,2.888892
REGION1,MTSO,2041,2.888892
REGION1,MTSO,2042,2.888892
REGION1,MTSO,2043,2.888892
REGION1,MTSO,2044,2.888892
REGION1,MTSO,2045,2.888892
REGION1,MTSO,2046,2.888892
REGION1,MTSO,2047,2.888892
REGION1,MTSO,2048,2.888892
REGION1,MTSO,2049,2.8889
REGION1,MTSO,2050,2.888892
REGION1,MTSO,2051,2.888892
REGION1,MTSO,2052,2.888892
REGION1,MTSO,2053,2.888892
REGION1,MTSO,2054,2.888892
REGION1,MTSO,2055,2.888892
REGION1,MTSO,2056,2.888892
REGION1,MTSO,2057,2.888892
REGION1,MTSO,2058,2.888892
REGION1,MTSO,2059,2.888892
REGION1,MTSO,2060,2.888892
REGION1,NLHO,2015,0.376812
REGION1,NLHO,2016,0.376812
REGION1,NLHO,2017,0.376812
REGION1,NLHO,2018,0.376812
REGION1,NLHO,2019,0.376812
REGION1,NLHO,2020,0.376812
REGION1,NLHO,2021,0.376812
REGION1,NLHO,2022,0.376812
REGION1,NLHO,2023,0.376812
REGION1,NLHO,2024,0.376812
REGION1,NLHO,2025,0.376812
REGION1,NLHO,2026,0.376812
REGION1,NLHO,2027,0.376812
REGION1,NLHO,2028,0.376812
REGION1,NLHO,2029,0.376812
REGION1,NLHO,2030,0.376812
REGION1,NLHO,2031,0.376812
REGION1,NLHO,2032,0.376812
REGION1,NLHO,2033,0.376812
REGION1,NLHO,2034,0.376812
REGION1,NLHO,2035,0.376812
REGION1,NLHO,2036,0.376812
REGION1,NLHO,2037,0.376812
REGION1,NLHO,2038,0.376812
REGION1,NLHO,2039,0.376812
REGION1,NLHO,2040,0.376812
REGION1,NLHO,2041,0.376812
REGION1,NLHO,2042,0.376812
REGION1,NLHO,2043,0.376812
REGION1,NLHO,2044,0.376812
REGION1,NLHO,2045,0.376812
REGION1,NLHO,2046,0.376812
REGION1,NLHO,2047,0.376812
REGION1,NLHO,2048,0.376812
REGION1,NLHO,2049,0.3768
REGION1,NLHO,2050,0.376812
REGION1,NLHO,2051,0.376812
REGION1,NLHO,2052,0.376812
REGION1,NLHO,2053,0.376812
REGION1,NLHO,2054,0.376812
REGION1,NLHO,2055,0.376812
REGION1,NLHO,2056,0.376812
REGION1,NLHO,2057,0.376812
REGION1,NLHO,2058,0.376812
REGION1,NLHO,2059,0.376812
REGION1,NLHO,2060,0.376812
REGION1,NLWI,2015,25.874424
REGION1,NLWI,2016,40.570092
REGION1,NLWI,2017,55.26576
REGION1,NLWI,2018,69.961428
REGION1,NLWI,2019,84.657096
REGION1,NLWI,2020,99.352764
REGION1,NLWI,2021,99.352764
REGION1,NLWI,2022,99.352764
REGION1,NLWI,2023,99.352764
REGION1,NLWI,2024,99.352764
REGION1,NLWI,2025,99.352764
REGION1,NLWI,2026,99.352764
REGION1,NLWI,2027,99.352764
REGION1,NLWI,2028,99.352764
REGION1,NLWI,2029,99.352764
REGION1,NLWI,2030,99.352764
REGION1,NLWI,2031,99.4867416
REGION1,NLWI,2032,99.6207192
REGION1,NLWI,2033,99.7546968
REGION1,NLWI,2034,99.8886744
REGION1,NLWI,2035,100.022652
REGION1,NLWI,2036,100.2068712
REGION1,NLWI,2037,100.3910904
REGION1,NLWI,2038,100.5753096
REGION1,NLWI,2039,100.7595288
REGION1,NLWI,2040,100.943748
REGION1,NLWI,2041,101.571768
REGION1,NLWI,2042,102.199788
REGION1,NLWI,2043,102.827808
REGION1,NLWI,2044,103.455828
REGION1,NLWI,2045,104.083848
REGION1,NLWI,2046,111.6033408
REGION1,NLWI,2047,119.1228336
REGION1,NLWI,2048,126.6423264
REGION1,NLWI,2049,134.1618
REGION1,NLWI,2050,141.681312
REGION1,NLWI,2051,148.7653776
REGION1,NLWI,2052,156.2036465
REGION1,NLWI,2053,164.0138288
REGION1,NLWI,2054,172.2145202
REGION1,NLWI,2055,180.8252463
REGION1,NLWI,2056,189.8665086
REGION1,NLWI,2057,199.359834
REGION1,NLWI,2058,209.3278257
REGION1,NLWI,2059,219.794217
REGION1,NLWI,2060,230.7839278
REGION1,NOHO,2015,613.08
REGION1,NOHO,2016,613.08
REGION1,NOHO,2017,613.08
REGION1,NOHO,2018,613.08
REGION1,NOHO,2019,613.08
REGION1,NOHO,2020,613.08
REGION1,NOHO,2021,613.08
REGION1,NOHO,2022,613.08
REGION1,NOHO,2023,613.08
REGION1,NOHO,2024,613.08
REGION1,NOHO,2025,613.08
REGION1,NOHO,2026,613.08
REGION1,NOHO,2027,613.08
REGION1,NOHO,2028,613.08
REGION1,NOHO,2029,613.08
REGION1,NOHO,2030,613.08
REGION1,NOHO,2031,613.08
REGION1,NOHO,2032,613.08
REGION1,NOHO,2033,613.08
REGION1,NOHO,2034,613.08
REGION1,NOHO,2035,613.08
REGION1,NOHO,2036,613.08
REGION1,NOHO,2037,613.08
REGION1,NOHO,2038,613.08
REGION1,NOHO,2039,613.08
REGION1,NOHO,2040,613.08
REGION1,NOHO,2041,613.08
REGION1,NOHO,2042,613.08
REGION1,NOHO,2043,613.08
REGION1,NOHO,2044,613.08
REGION1,NOHO,2045,613.08
REGION1,NOHO,2046,613.08
REGION1,NOHO,2047,613.08
REGION1,NOHO,2048,613.08
REGION1,NOHO,2049,613.08
REGION1,NOHO,2050,613.08
REGION1,NOHO,2051,613.08
REGION1,NOHO,2052,613.08
REGION1,NOHO,2053,613.08
REGION1,NOHO,2054,613.08
REGION1,NOHO,2055,613.08
REGION1,NOHO,2056,613.08
REGION1,NOHO,2057,613.08
REGION1,NOHO,2058,613.08
REGION1,NOHO,2059,613.08
REGION1,NOHO,2060,613.08
REGION1,PLHO,2015,8.624808
REGION1,PLHO,2016,8.6499288
REGION1,PLHO,2017,8.6750496
REGION1,PLHO,2018,8.7001704
REGION1,PLHO,2019,8.7252912
REGION1,PLHO,2020,8.750412
REGION1,PLHO,2021,8.8425216
REGION1,PLHO,2022,8.9346312
REGION1,PLHO,2023,9.0267408
REGION1,PLHO,2024,9.1188504
REGION1,PLHO,2025,9.21096
REGION1,PLHO,2026,9.3616848
REGION1,PLHO,2027,9.5124096
REGION1,PLHO,2028,9.6631344
REGION1,PLHO,2029,9.8138592
REGION1,PLHO,2030,9.964584
REGION1,PLHO,2031,9.964584
REGION1,PLHO,2032,9.964584
REGION1,PLHO,2033,9.964584
REGION1,PLHO,2034,9.964584
REGION1,PLHO,2035,9.964584
REGION1,PLHO,2036,10.3079016
REGION1,PLHO,2037,10.6512192
REGION1,PLHO,2038,10.9945368
REGION1,PLHO,2039,11.3378544
REGION1,PLHO,2040,11.681172
REGION1,PLHO,2041,12.2422032
REGION1,PLHO,2042,12.8032344
REGION1,PLHO,2043,13.3642656
REGION1,PLHO,2044,13.9252968
REGION1,PLHO,2045,14.486328
REGION1,PLHO,2046,14.7626568
REGION1,PLHO,2047,15.0389856
REGION1,PLHO,2048,15.3153144
REGION1,PLHO,2049,15.5916
REGION1,PLHO,2050,15.867972
REGION1,PLHO,2051,16.02665172
REGION1,PLHO,2052,16.18691824
REGION1,PLHO,2053,16.34878742
REGION1,PLHO,2054,16.51227529
REGION1,PLHO,2055,16.67739805
REGION1,PLHO,2056,16.81081723
REGION1,PLHO,2057,16.94530377
REGION1,PLHO,2058,17.0808662
REGION1,PLHO,2059,17.21751313
REGION1,PLHO,2060,17.35525323
REGION1,PLWI,2015,59.71116343
REGION1,PLWI,2016,68.86110857
REGION1,PLWI,2017,78.461568
REGION1,PLWI,2018,88.51254171
REGION1,PLWI,2019,99.01402971
REGION1,PLWI,2020,109.966032
REGION1,PLWI,2021,114.7164574
REGION1,PLWI,2022,119.5542374
REGION1,PLWI,2023,124.4793722
REGION1,PLWI,2024,129.4918618
REGION1,PLWI,2025,134.591706
REGION1,PLWI,2026,139.778905
REGION1,PLWI,2027,145.0534586
REGION1,PLWI,2028,150.415367
REGION1,PLWI,2029,155.8646302
REGION1,PLWI,2030,161.401248
REGION1,PLWI,2031,164.629273
REGION1,PLWI,2032,167.9218584
REGION1,PLWI,2033,171.2802956
REGION1,PLWI,2034,174.7059015
REGION1,PLWI,2035,178.2000195
REGION1,PLWI,2036,181.7640199
REGION1,PLWI,2037,185.3993003
REGION1,PLWI,2038,189.1072863
REGION1,PLWI,2039,192.8894321
REGION1,PLWI,2040,196.7472207
REGION1,PLWI,2041,199.698429
REGION1,PLWI,2042,202.6939054
REGION1,PLWI,2043,205.734314
REGION1,PLWI,2044,208.8203287
REGION1,PLWI,2045,211.9526337
REGION1,PLWI,2046,215.1319232
REGION1,PLWI,2047,218.358902
REGION1,PLWI,2048,221.6342855
REGION1,PLWI,2049,224.9587998
REGION1,PLWI,2050,227.2083878
REGION1,PLWI,2051,229.4804717
REGION1,PLWI,2052,231.7752764
REGION1,PLWI,2053,234.0930292
REGION1,PLWI,2054,236.4339595
REGION1,PLWI,2055,238.7982991
REGION1,PLWI,2056,241.1862821
REGION1,PLWI,2057,243.5981449
REGION1,PLWI,2058,246.0341263
REGION1,PLWI,2059,248.4944676
REGION1,PLWI,2060,250.9794123
REGION1,PTHO,2015,34.33176
REGION1,PTHO,2016,40.8129264
REGION1,PTHO,2017,47.2940928
REGION1,PTHO,2018,53.7752592
REGION1,PTHO,2019,60.2564256
REGION1,PTHO,2020,66.737592
REGION1,PTHO,2021,66.4780104
REGION1,PTHO,2022,66.2184288
REGION1,PTHO,2023,65.9588472
REGION1,PTHO,2024,65.6992656
REGION1,PTHO,2025,65.439684
REGION1,PTHO,2026,65.9421
REGION1,PTHO,2027,66.444516
REGION1,PTHO,2028,66.946932
REGION1,PTHO,2029,67.449348
REGION1,PTHO,2030,67.951764
REGION1,PTHO,2031,67.9685112
REGION1,PTHO,2032,67.9852584
REGION1,PTHO,2033,68.0020056
REGION1,PTHO,2034,68.0187528
REGION1,PTHO,2035,68.0355
REGION1,PTHO,2036,68.0689944
REGION1,PTHO,2037,68.1024888
REGION1,PTHO,2038,68.1359832
REGION1,PTHO,2039,68.1694776
REGION1,PTHO,2040,68.202972
REGION1,PTHO,2041,68.202972
REGION1,PTHO,2042,68.202972
REGION1,PTHO,2043,68.202972
REGION1,PTHO,2044,68.202972
REGION1,PTHO,2045,68.202972
REGION1,PTHO,2046,68.3453232
REGION1,PTHO,2047,68.4876744
REGION1,PTHO,2048,68.6300256
REGION1,PTHO,2049,68.7724
REGION1,PTHO,2050,68.914728
REGION1,PTHO,2051,69.05255746
REGION1,PTHO,2052,69.19066257
REGION1,PTHO,2053,69.3290439
REGION1,PTHO,2054,69.46770198
REGION1,PTHO,2055,69.60663739
REGION1,PTHO,2056,69.74585066
REGION1,PTHO,2057,69.88534236
REGION1,PTHO,2058,70.02511305
REGION1,PTHO,2059,70.16516327
REGION1,PTHO,2060,70.3054936
REGION1,PTSO,2015,5.694048
REGION1,PTSO,2016,6.2299584
REGION1,PTSO,2017,6.7658688
REGION1,PTSO,2018,7.3017792
REGION1,PTSO,2019,7.8376896
REGION1,PTSO,2020,8.3736
REGION1,PTSO,2021,9.2025864
REGION1,PTSO,2022,10.0315728
REGION1,PTSO,2023,10.8605592
REGION1,PTSO,2024,11.6895456
REGION1,PTSO,2025,12.518532
REGION1,PTSO,2026,14.6872944
REGION1,PTSO,2027,16.8560568
REGION1,PTSO,2028,19.0248192
REGION1,PTSO,2029,21.1935816
REGION1,PTSO,2030,23.362344
REGION1,PTSO,2031,23.7140352
REGION1,PTSO,2032,24.0657264
REGION1,PTSO,2033,24.4174176
REGION1,PTSO,2034,24.7691088
REGION1,PTSO,2035,25.1208
REGION1,PTSO,2036,26.4773232
REGION1,PTSO,2037,27.8338464
REGION1,PTSO,2038,29.1903696
REGION1,PTSO,2039,30.5468928
REGION1,PTSO,2040,31.903416
REGION1,PTSO,2041,32.154624
REGION1,PTSO,2042,32.405832
REGION1,PTSO,2043,32.65704
REGION1,PTSO,2044,32.908248
REGION1,PTSO,2045,33.159456
REGION1,PTSO,2046,34.5327264
REGION1,PTSO,2047,35.9059968
REGION1,PTSO,2048,37.2792672
REGION1,PTSO,2049,38.6525
REGION1,PTSO,2050,40.025808
REGION1,PTSO,2051,41.22658224
REGION1,PTSO,2052,42.46337971
REGION1,PTSO,2053,43.7372811
REGION1,PTSO,2054,45.04939953
REGION1,PTSO,2055,46.40088152
REGION1,PTSO,2056,47.79290796
REGION1,PTSO,2057,49.2266952
REGION1,PTSO,2058,50.70349606
REGION1,PTSO,2059,52.22460094
REGION1,PTSO,2060,53.79133897
REGION1,PTWI,2015,42.035472
REGION1,PTWI,2016,42.1024608
REGION1,PTWI,2017,42.1694496
REGION1,PTWI,2018,42.2364384
REGION1,PTWI,2019,42.3034272
REGION1,PTWI,2020,42.370416
REGION1,PTWI,2021,42.3787896
REGION1,PTWI,2022,42.3871632
REGION1,PTWI,2023,42.3955368
REGION1,PTWI,2024,42.4039104
REGION1,PTWI,2025,42.412284
REGION1,PTWI,2026,45.1588248
REGION1,PTWI,2027,47.9053656
REGION1,PTWI,2028,50.6519064
REGION1,PTWI,2029,53.3984472
REGION1,PTWI,2030,56.144988
REGION1,PTWI,2031,56.2873392
REGION1,PTWI,2032,56.4296904
REGION1,PTWI,2033,56.5720416
REGION1,PTWI,2034,56.7143928
REGION1,PTWI,2035,56.856744
REGION1,PTWI,2036,57.6019944
REGION1,PTWI,2037,58.3472448
REGION1,PTWI,2038,59.0924952
REGION1,PTWI,2039,59.8377456
REGION1,PTWI,2040,60.582996
REGION1,PTWI,2041,61.2780048
REGION1,PTWI,2042,61.9730136
REGION1,PTWI,2043,62.6680224
REGION1,PTWI,2044,63.3630312
REGION1,PTWI,2045,64.05804
REGION1,PTWI,2046,65.0879928
REGION1,PTWI,2047,66.1179456
REGION1,PTWI,2048,67.1478984
REGION1,PTWI,2049,68.1779
REGION1,PTWI,2050,69.207804
REGION1,PTWI,2051,69.89988204
REGION1,PTWI,2052,70.59888086
REGION1,PTWI,2053,71.30486967
REGION1,PTWI,2054,72.01791837
REGION1,PTWI,2055,72.73809755
REGION1,PTWI,2056,73.46547852
REGION1,PTWI,2057,74.20013331
REGION1,PTWI,2058,74.94213464
REGION1,PTWI,2059,75.69155599
REGION1,PTWI,2060,76.44847155
REGION1,ROHY,2015,58.029048
REGION1,ROHY,2016,58.4644752
REGION1,ROHY,2017,58.8999024
REGION1,ROHY,2018,59.3353296
REGION1,ROHY,2019,59.7707568
REGION1,ROHY,2020,60.206184
REGION1,ROHY,2021,60.248052
REGION1,ROHY,2022,60.28992
REGION1,ROHY,2023,60.331788
REGION1,ROHY,2024,60.373656
REGION1,ROHY,2025,60.415524
REGION1,ROHY,2026,60.415524
REGION1,ROHY,2027,60.415524
REGION1,ROHY,2028,60.415524
REGION1,ROHY,2029,60.415524
REGION1,ROHY,2030,60.415524
REGION1,ROHY,2031,60.4238976
REGION1,ROHY,2032,60.4322712
REGION1,ROHY,2033,60.4406448
REGION1,ROHY,2034,60.4490184
REGION1,ROHY,2035,60.457392
REGION1,ROHY,2036,60.5913696
REGION1,ROHY,2037,60.7253472
REGION1,ROHY,2038,60.8593248
REGION1,ROHY,2039,60.9933024
REGION1,ROHY,2040,61.12728
REGION1,ROHY,2041,61.1189064
REGION1,ROHY,2042,61.1105328
REGION1,ROHY,2043,61.1021592
REGION1,ROHY,2044,61.0937856
REGION1,ROHY,2045,61.085412
REGION1,ROHY,2046,61.1189064
REGION1,ROHY,2047,61.1524008
REGION1,ROHY,2048,61.1858952
REGION1,ROHY,2049,61.2194
REGION1,ROHY,2050,61.252884
REGION1,ROHY,2051,61.252884
REGION1,ROHY,2052,61.252884
REGION1,ROHY,2053,61.252884
REGION1,ROHY,2054,61.252884
REGION1,ROHY,2055,61.252884
REGION1,ROHY,2056,61.252884
REGION1,ROHY,2057,61.252884
REGION1,ROHY,2058,61.252884
REGION1,ROHY,2059,61.252884
REGION1,ROHY,2060,61.252884
REGION1,ROSO,2015,8.0
REGION1,ROSO,2016,8.0
REGION1,ROSO,2017,8.0
REGION1,ROSO,2018,8.0
REGION1,ROSO,2019,8.0
REGION1,ROSO,2020,8.0
REGION1,ROSO,2021,8.0
REGION1,ROSO,2022,8.014261912
REGION1,ROSO,2023,8.210636024
REGION1,ROSO,2024,8.407010135
REGION1,ROSO,2025,8.603384246
REGION1,ROSO,2026,9.476575424
REGION1,ROSO,2027,10.3497666
REGION1,ROSO,2028,11.22295778
REGION1,ROSO,2029,12.09614896
REGION1,ROSO,2030,12.96934014
REGION1,ROSO,2031,13.37905053
REGION1,ROSO,2032,13.78876093
REGION1,ROSO,2033,14.19847132
REGION1,ROSO,2034,14.60818172
REGION1,ROSO,2035,15.01789212
REGION1,ROSO,2036,15.46838819
REGION1,ROSO,2037,15.91888426
REGION1,ROSO,2038,16.36938034
REGION1,ROSO,2039,16.81987641
REGION1,ROSO,2040,17.27037249
REGION1,ROSO,2041,19.36702083
REGION1,ROSO,2042,21.46366917
REGION1,ROSO,2043,23.56031751
REGION1,ROSO,2044,25.65696585
REGION1,ROSO,2045,27.75361419
REGION1,ROSO,2046,28.10410562
REGION1,ROSO,2047,28.45459705
REGION1,ROSO,2048,28.80508847
REGION1,ROSO,2049,29.1556
REGION1,ROSO,2050,29.50607133
REGION1,ROSO,2051,29.7894957
REGION1,ROSO,2052,30.01819413
REGION1,ROSO,2053,30.20241636
REGION1,ROSO,2054,30.35060783
REGION1,ROSO,2055,30.46968436
REGION1,ROSO,2056,30.56528186
REGION1,ROSO,2057,30.64197578
REGION1,ROSO,2058,30.70346944
REGION1,ROSO,2059,30.75275321
REGION1,ROSO,2060,30.79223718
REGION1,ROWI,2015,23.320476
REGION1,ROWI,2016,23.3455968
REGION1,ROWI,2017,23.3707176
REGION1,ROWI,2018,23.3958384
REGION1,ROWI,2019,23.4209592
REGION1,ROWI,2020,23.44608
REGION1,ROWI,2021,26.37684
REGION1,ROWI,2022,29.3076
REGION1,ROWI,2023,32.23836
REGION1,ROWI,2024,35.16912
REGION1,ROWI,2025,38.09988
REGION1,ROWI,2026,40.0509288
REGION1,ROWI,2027,42.0019776
REGION1,ROWI,2028,43.9530264
REGION1,ROWI,2029,45.9040752
REGION1,ROWI,2030,47.855124
REGION1,ROWI,2031,48.2654304
REGION1,ROWI,2032,48.6757368
REGION1,ROWI,2033,49.0860432
REGION1,ROWI,2034,49.4963496
REGION1,ROWI,2035,49.906656
REGION1,ROWI,2036,50.3504568
REGION1,ROWI,2037,50.7942576
REGION1,ROWI,2038,51.2380584
REGION1,ROWI,2039,51.6818592
REGION1,ROWI,2040,52.12566
REGION1,ROWI,2041,52.8876576
REGION1,ROWI,2042,53.6496552
REGION1,ROWI,2043,54.4116528
REGION1,ROWI,2044,55.1736504
REGION1,ROWI,2045,55.935648
REGION1,ROWI,2046,56.5804152
REGION1,ROWI,2047,57.2251824
REGION1,ROWI,2048,57.8699496
REGION1,ROWI,2049,58.5147
REGION1,ROWI,2050,59.159484
REGION1,ROWI,2051,59.75107884
REGION1,ROWI,2052,60.34858963
REGION1,ROWI,2053,60.95207552
REGION1,ROWI,2054,61.56159628
REGION1,ROWI,2055,62.17721224
REGION1,ROWI,2056,62.79898437
REGION1,ROWI,2057,63.42697421
REGION1,ROWI,2058,64.06124395
REGION1,ROWI,2059,64.70185639
REGION1,ROWI,2060,65.34887495
REGION1,SEHO,2015,259.707204
REGION1,SEHO,2016,258.451164
REGION1,SEHO,2017,257.195124
REGION1,SEHO,2018,255.939084
REGION1,SEHO,2019,254.683044
REGION1,SEHO,2020,253.427004
REGION1,SEHO,2021,253.0334448
REGION1,SEHO,2022,252.6398856
REGION1,SEHO,2023,252.2463264
REGION1,SEHO,2024,251.8527672
REGION1,SEHO,2025,251.459208
REGION1,SEHO,2026,251.4340872
REGION1,SEHO,2027,251.4089664
REGION1,SEHO,2028,251.3838456
REGION1,SEHO,2029,251.3587248
REGION1,SEHO,2030,251.333604
REGION1,SEHO,2031,252.4054248
REGION1,SEHO,2032,253.4772456
REGION1,SEHO,2033,254.5490664
REGION1,SEHO,2034,255.6208872
REGION1,SEHO,2035,256.692708
REGION1,SEHO,2036,256.6843344
REGION1,SEHO,2037,256.6759608
REGION1,SEHO,2038,256.6675872
REGION1,SEHO,2039,256.6592136
REGION1,SEHO,2040,256.65084
